Index,8 Backcandles,15 Backcandles,30 Backcandles,60 Backcandles,180 Backcandles,Actual Price
79,"2,329.51","2,274.59","2,284.74","2,212.90","2,436.91","2,331.97"
80,"2,312.13","2,289.96","2,294.38","2,186.11","2,477.50","2,358.52"
81,"2,323.76","2,278.13","2,296.45","2,183.05","2,492.51","2,364.98"
82,"2,313.18","2,297.82","2,295.95","2,193.89","2,510.56","2,364.27"
83,"2,329.78","2,310.15","2,306.66","2,211.22","2,507.49","2,361.68"
84,"2,342.45","2,313.24","2,287.51","2,179.32","2,484.71","2,374.42"
85,"2,347.84","2,312.69","2,292.89","2,148.54","2,432.02","2,356.67"
86,"2,348.33","2,322.03","2,272.14","2,097.20","2,356.62","2,361.39"
87,"2,357.17","2,304.61","2,273.39","2,114.43","2,293.97","2,343.64"
88,"2,342.30","2,308.12","2,287.00","2,149.19","2,182.06","2,343.24"
89,"2,344.26","2,288.47","2,306.18","2,147.29","2,149.64","2,358.35"
90,"2,327.17","2,289.22","2,278.65","2,126.10","2,090.29","2,376.85"
91,"2,326.07","2,303.10","2,256.99","2,105.64","2,002.18","2,350.59"
92,"2,338.45","2,324.26","2,213.30","2,123.21","1,931.34","2,332.30"
93,"2,357.95","2,300.23","2,232.35","2,127.59","1,865.74","2,280.21"
94,"2,338.31","2,275.82","2,264.04","2,149.72","1,810.29","2,306.15"
95,"2,316.46","2,231.82","2,261.31","2,151.70","1,773.67","2,342.65"
96,"2,274.82","2,248.50","2,247.24","2,161.69","1,763.11","2,336.13"
97,"2,284.33","2,283.75","2,236.58","2,173.23","1,792.77","2,318.11"
98,"2,314.20","2,286.44","2,259.69","2,185.66","1,856.08","2,311.00"
99,"2,320.73","2,272.85","2,262.39","2,195.69","1,915.69","2,336.71"
100,"2,310.91","2,259.63","2,282.43","2,209.52","2,005.88","2,334.96"
101,"2,299.86","2,280.91","2,280.82","2,205.31","2,062.20","2,357.90"
102,"2,315.53","2,286.35","2,286.38","2,236.56","2,193.20","2,352.70"
103,"2,320.49","2,305.63","2,291.14","2,251.65","2,310.12","2,358.94"
104,"2,338.70","2,304.92","2,294.87","2,261.73","2,388.63","2,362.27"
105,"2,340.60","2,308.70","2,295.90","2,261.70","2,464.86","2,364.53"
106,"2,345.29","2,312.48","2,298.09","2,278.61","2,508.12","2,363.89"
107,"2,349.05","2,315.64","2,284.52","2,290.06","2,518.59","2,366.40"
108,"2,352.28","2,316.30","2,305.74","2,295.56","2,475.20","2,355.90"
109,"2,353.30","2,318.06","2,308.00","2,284.23","2,497.21","2,376.97"
110,"2,355.73","2,304.67","2,310.44","2,261.50","2,470.82","2,377.17"
111,"2,344.55","2,323.82","2,304.81","2,259.27","2,391.26","2,379.07"
112,"2,360.24","2,328.46","2,317.69","2,220.84","2,310.44","2,373.89"
113,"2,365.62","2,330.96","2,325.01","2,255.53","2,210.05","2,385.80"
114,"2,369.07","2,325.76","2,329.62","2,273.94","2,089.93","2,391.97"
115,"2,364.51","2,337.18","2,320.42","2,268.21","2,005.49","2,395.83"
116,"2,374.26","2,345.23","2,302.52","2,271.28","1,942.70","2,389.30"
117,"2,382.50","2,349.94","2,303.06","2,271.02","1,859.62","2,377.09"
118,"2,388.14","2,341.12","2,266.30","2,265.47","1,802.55","2,377.00"
119,"2,380.90","2,322.40","2,303.80","2,257.94","1,779.55","2,347.52"
120,"2,363.33","2,321.26","2,321.00","2,252.25","1,736.63","2,379.78"
121,"2,360.37","2,287.17","2,320.52","2,258.48","1,733.66","2,392.76"
122,"2,327.87","2,321.08","2,335.22","2,272.01","1,732.33","2,390.80"
123,"2,355.04","2,343.08","2,345.81","2,263.78","1,735.56","2,405.42"
124,"2,376.34","2,345.58","2,351.41","2,268.12","1,757.80","2,414.54"
125,"2,381.85","2,358.66","2,353.65","2,232.97","1,799.26","2,419.44"
126,"2,395.41","2,368.87","2,355.46","2,264.21","1,858.43","2,420.01"
127,"2,406.13","2,373.57","2,367.25","2,285.85","1,926.29","2,421.14"
128,"2,412.04","2,374.78","2,383.77","2,277.64","1,999.06","2,432.37"
129,"2,413.86","2,375.45","2,377.53","2,280.12","2,041.72","2,448.87"
130,"2,415.03","2,385.88","2,384.02","2,270.79","2,080.28","2,444.61"
131,"2,424.80","2,402.05","2,349.92","2,248.82","2,152.26","2,450.24"
132,"2,440.01","2,396.77","2,380.11","2,205.00","2,249.80","2,428.86"
133,"2,437.21","2,401.37","2,391.56","2,246.50","2,323.03","2,457.65"
134,"2,441.76","2,368.65","2,377.93","2,275.60","2,327.19","2,464.36"
135,"2,411.65","2,394.24","2,379.06","2,279.04","2,239.85","2,452.80"
136,"2,430.95","2,409.23","2,367.68","2,290.82","2,026.23","2,451.69"
137,"2,445.03","2,398.20","2,346.32","2,289.14","1,867.16","2,443.68"
138,"2,436.72","2,397.81","2,304.46","2,264.14","1,800.36","2,426.42"
139,"2,436.38","2,386.87","2,346.64","2,261.12","1,770.95","2,390.32"
140,"2,426.99","2,366.14","2,369.54","2,269.89","1,771.24","2,429.52"
141,"2,406.57","2,324.56","2,375.49","2,255.73","1,778.34","2,450.39"
142,"2,367.46","2,363.35","2,397.70","2,253.40","1,774.21","2,454.54"
143,"2,397.16","2,392.67","2,404.61","2,272.69","1,747.20","2,479.32"
144,"2,425.03","2,402.28","2,390.39","2,266.77","1,729.85","2,483.85"
145,"2,438.02","2,423.05","2,394.64","2,282.41","1,710.13","2,470.98"
146,"2,458.86","2,429.96","2,405.21","2,289.17","1,678.91","2,473.36"
147,"2,467.85","2,414.20","2,389.38","2,287.00","1,687.14","2,483.27"
148,"2,455.45","2,415.27","2,386.80","2,287.70","1,670.76","2,469.17"
149,"2,455.05","2,424.88","2,403.81","2,292.99","1,705.19","2,465.51"
150,"2,463.08","2,411.03","2,393.41","2,300.69","1,709.48","2,483.93"
151,"2,451.60","2,407.40","2,408.79","2,305.12","1,686.00","2,473.43"
152,"2,447.29","2,423.42","2,413.23","2,305.83","1,641.59","2,489.35"
153,"2,461.57","2,416.26","2,411.84","2,273.71","1,655.62","2,491.27"
154,"2,456.19","2,430.30","2,414.12","2,239.84","1,719.93","2,489.72"
155,"2,468.72","2,436.29","2,419.97","2,246.32","1,794.54","2,490.65"
156,"2,475.10","2,435.19","2,428.18","2,285.73","1,834.43","2,495.92"
157,"2,475.50","2,436.90","2,432.41","2,319.85","1,856.16","2,503.39"
158,"2,477.25","2,442.31","2,435.00","2,329.80","1,823.79","2,506.26"
159,"2,482.52","2,450.34","2,404.93","2,331.44","1,828.55","2,509.43"
160,"2,490.59","2,455.11","2,371.72","2,303.39","1,796.62","2,491.20"
161,"2,495.96","2,456.90","2,372.93","2,320.82","1,777.07","2,465.45"
162,"2,499.02","2,427.84","2,402.60","2,336.24","1,671.31","2,465.94"
163,"2,472.42","2,393.50","2,429.70","2,334.02","1,601.95","2,487.04"
164,"2,437.62","2,392.51","2,438.45","2,339.71","1,539.13","2,509.73"
165,"2,432.44","2,423.83","2,445.67","2,352.16","1,526.73","2,516.78"
166,"2,458.56","2,455.23","2,424.81","2,356.09","1,508.94","2,523.40"
167,"2,489.11","2,467.12","2,448.54","2,341.31","1,490.71","2,508.48"
168,"2,504.56","2,473.32","2,461.45","2,334.21","1,489.26","2,532.05"
169,"2,513.46","2,451.80","2,456.44","2,323.53","1,510.43","2,542.01"
170,"2,495.13","2,470.25","2,460.89","2,300.76","1,573.89","2,537.31"
171,"2,509.66","2,484.24","2,469.99","2,310.78","1,620.43","2,539.69"
172,"2,522.45","2,480.17","2,470.47","2,296.36","1,658.33","2,547.70"
173,"2,520.98","2,483.07","2,453.99","2,319.96","1,709.83","2,547.39"
174,"2,524.16","2,491.46","2,446.38","2,312.69","1,760.27","2,537.06"
175,"2,532.27","2,492.38","2,433.12","2,273.20","1,812.63","2,532.20"
176,"2,534.35","2,476.52","2,407.84","2,207.56","1,854.14","2,521.84"
177,"2,520.11","2,467.43","2,414.89","2,193.10","1,909.37","2,502.26"
178,"2,510.79","2,455.07","2,397.23","2,218.39","1,959.93","2,507.12"
179,"2,497.15","2,431.21","2,424.33","2,246.20","1,976.40","2,492.32"
180,"2,472.83","2,437.53","2,422.00","2,237.83","2,029.40","2,513.20"
181,"2,476.08","2,423.69","2,395.00","2,212.69","2,064.97","2,511.25"
182,"2,463.09","2,450.14","2,348.84","2,144.43","2,088.30","2,490.24"
183,"2,486.42","2,452.02","2,346.12","2,132.78","2,096.23","2,447.40"
184,"2,490.78","2,426.52","2,377.43","2,108.78","2,087.92","2,446.61"
185,"2,469.00","2,378.10","2,411.76","2,135.07","2,051.98","2,470.28"
186,"2,424.78","2,373.30","2,413.88","2,110.16","1,989.32","2,499.78"
187,"2,413.87","2,406.28","2,405.22","2,128.20","1,920.19","2,501.91"
188,"2,439.84","2,445.21","2,355.76","2,135.03","1,844.11","2,494.93"
189,"2,476.72","2,451.19","2,353.39","2,157.66","1,757.32","2,442.87"
190,"2,488.09","2,441.04","2,331.37","2,157.28","1,744.79","2,445.13"
191,"2,482.42","2,389.27","2,356.79","2,144.33","1,767.40","2,418.16"
192,"2,436.28","2,381.82","2,330.40","2,145.39","1,773.29","2,445.72"
193,"2,424.14","2,361.24","2,350.78","2,163.18","1,785.06","2,412.43"
194,"2,402.69","2,385.83","2,357.80","2,214.37","1,769.49","2,437.29"
195,"2,422.31","2,364.85","2,381.33","2,249.54","1,778.44","2,447.81"
196,"2,406.34","2,383.93","2,377.79","2,271.30","1,781.83","2,469.82"
197,"2,421.99","2,392.55","2,364.23","2,300.55","1,783.47","2,463.85"
198,"2,431.42","2,416.12","2,359.73","2,326.59","1,808.02","2,447.03"
199,"2,451.81","2,413.83","2,368.96","2,350.76","1,852.11","2,444.39"
200,"2,452.19","2,398.25","2,408.11","2,362.81","1,810.02","2,454.61"
201,"2,438.92","2,390.90","2,426.62","2,386.50","1,876.45","2,495.92"
202,"2,431.66","2,398.33","2,436.22","2,405.69","1,863.78","2,512.94"
203,"2,437.45","2,436.46","2,453.65","2,395.27","1,855.47","2,522.24"
204,"2,470.88","2,457.79","2,465.23","2,421.09","1,893.32","2,540.23"
205,"2,493.23","2,466.40","2,475.16","2,434.03","1,878.99","2,549.68"
206,"2,505.15","2,480.98","2,474.17","2,443.88","1,892.73","2,558.75"
207,"2,519.77","2,490.93","2,485.48","2,450.11","1,921.03","2,555.17"
208,"2,530.00","2,498.85","2,491.89","2,458.35","1,907.91","2,567.23"
209,"2,538.52","2,496.61","2,471.89","2,462.05","1,854.75","2,569.82"
210,"2,537.99","2,505.88","2,492.89","2,463.25","1,823.44","2,552.85"
211,"2,546.68","2,512.71","2,499.69","2,460.99","1,756.70","2,579.00"
212,"2,553.24","2,494.08","2,508.19","2,440.97","1,686.01","2,583.83"
213,"2,537.44","2,511.75","2,516.80","2,397.53","1,680.30","2,591.35"
214,"2,552.04","2,520.57","2,531.51","2,395.57","1,653.23","2,599.04"
215,"2,561.18","2,529.85","2,541.81","2,411.29","1,624.33","2,616.29"
216,"2,570.85","2,538.80","2,551.66","2,409.79","1,595.24","2,625.40"
217,"2,580.10","2,552.83","2,557.08","2,409.92","1,638.69","2,633.62"
218,"2,593.70","2,563.46","2,546.22","2,385.98","1,678.52","2,637.28"
219,"2,604.53","2,572.77","2,511.93","2,376.76","1,707.81","2,629.30"
220,"2,613.79","2,577.76","2,517.22","2,359.23","1,741.37","2,604.47"
221,"2,619.93","2,566.64","2,537.12","2,332.04","1,749.82","2,606.82"
222,"2,611.16","2,532.20","2,540.05","2,323.23","1,753.98","2,626.35"
223,"2,579.08","2,534.86","2,551.24","2,325.18","1,754.33","2,626.02"
224,"2,577.92","2,556.29","2,538.38","2,244.82","1,750.87","2,637.09"
225,"2,595.74","2,563.41","2,544.60","2,266.45","1,767.18","2,627.84"
226,"2,604.03","2,575.20","2,537.94","2,220.94","1,775.49","2,633.71"
227,"2,616.40","2,564.07","2,522.39","2,181.76","1,733.02","2,627.75"
228,"2,608.26","2,567.92","2,522.93","2,203.01","1,727.83","2,615.43"
229,"2,611.78","2,562.41","2,532.36","2,175.26","1,726.63","2,617.05"
230,"2,606.15","2,547.42","2,460.88","2,183.59","1,720.27","2,624.75"
231,"2,590.64","2,546.59","2,493.65","2,216.56","1,749.06","2,566.61"
232,"2,589.65","2,556.55","2,449.42","2,226.99","1,761.40","2,597.31"
233,"2,598.79","2,490.13","2,421.96","2,207.42","1,720.89","2,545.78"
234,"2,538.60","2,516.40","2,450.29","2,220.92","1,693.91","2,510.21"
235,"2,556.14","2,479.45","2,431.16","2,213.48","1,638.87","2,548.55"
236,"2,523.17","2,451.94","2,452.76","2,204.88","1,594.04","2,523.03"
237,"2,495.22","2,480.17","2,496.18","2,246.39","1,552.86","2,552.46"
238,"2,517.35","2,467.30","2,509.49","2,255.15","1,496.31","2,606.95"
239,"2,508.12","2,488.74","2,495.55","2,255.80","1,463.30","2,617.56"
240,"2,526.88","2,533.02","2,510.56","2,245.89","1,427.77","2,594.80"
241,"2,566.28","2,549.08","2,495.37","2,293.54","1,415.99","2,615.38"
242,"2,584.86","2,533.34","2,477.43","2,336.99","1,404.43","2,591.33"
243,"2,574.78","2,542.40","2,505.19","2,370.77","1,465.89","2,571.01"
244,"2,582.45","2,526.82","2,491.88","2,410.72","1,541.60","2,612.41"
245,"2,569.21","2,506.52","2,473.62","2,429.89","1,580.96","2,586.99"
246,"2,551.62","2,531.07","2,448.34","2,446.90","1,644.13","2,566.04"
247,"2,570.56","2,522.42","2,479.62","2,455.48","1,683.72","2,535.29"
248,"2,563.88","2,504.18","2,500.39","2,458.47","1,682.79","2,584.38"
249,"2,549.18","2,478.29","2,516.69","2,474.38","1,718.35","2,609.67"
250,"2,525.89","2,507.91","2,542.71","2,478.02","1,784.08","2,626.19"
251,"2,547.36","2,533.45","2,548.12","2,431.26","1,873.29","2,660.44"
252,"2,569.57","2,551.78","2,554.01","2,419.36","1,907.13","2,656.15"
253,"2,587.54","2,576.35","2,553.24","2,405.51","1,918.59","2,659.50"
254,"2,611.34","2,581.46","2,547.81","2,385.79","1,937.89","2,653.50"
255,"2,618.98","2,584.23","2,557.92","2,395.52","1,996.38","2,645.91"
256,"2,623.69","2,581.55","2,556.63","2,393.53","2,013.10","2,660.78"
257,"2,622.32","2,574.94","2,510.35","2,346.37","2,005.21","2,656.49"
258,"2,617.33","2,583.40","2,502.74","2,320.88","1,900.36","2,600.53"
259,"2,625.08","2,583.43","2,491.31","2,266.11","1,782.90","2,599.43"
260,"2,625.68","2,539.11","2,481.13","2,224.16","1,637.87","2,587.73"
261,"2,587.14","2,528.61","2,502.99","2,181.75","1,531.66","2,584.38"
262,"2,574.98","2,519.71","2,511.22","2,123.82","1,495.86","2,609.88"
263,"2,564.30","2,510.83","2,480.03","2,079.39","1,446.73","2,615.37"
264,"2,556.36","2,534.19","2,473.75","2,027.85","1,388.94","2,576.47"
265,"2,574.55","2,547.15","2,438.12","1,990.09","1,397.06","2,577.52"
266,"2,586.08","2,518.15","2,415.86","1,954.04","1,388.78","2,528.67"
267,"2,562.11","2,508.37","2,393.66","1,979.78","1,373.13","2,504.01"
268,"2,552.96","2,473.44","2,356.02","2,012.24","1,337.93","2,475.86"
269,"2,520.28","2,450.64","2,343.53","2,015.17","1,340.60","2,427.56"
270,"2,496.41","2,430.05","2,321.00","2,043.39","1,411.53","2,437.60"
271,"2,474.02","2,394.87","2,312.43","2,053.88","1,456.30","2,404.92"
272,"2,442.79","2,380.40","2,299.21","2,025.09","1,492.76","2,399.21"
273,"2,429.55","2,361.75","2,345.69","2,034.60","1,528.23","2,384.53"
274,"2,409.98","2,355.89","2,390.46","2,076.95","1,610.73","2,443.47"
275,"2,398.71","2,345.95","2,398.56","2,143.57","1,716.18","2,494.64"
276,"2,386.18","2,391.03","2,430.95","2,153.39","1,814.40","2,495.35"
277,"2,424.11","2,439.01","2,435.76","2,147.69","1,912.07","2,532.23"
278,"2,468.25","2,449.14","2,401.26","2,159.79","1,991.23","2,532.23"
279,"2,483.02","2,475.29","2,395.45","2,211.43","2,078.86","2,485.21"
280,"2,509.25","2,476.33","2,410.65","2,232.52","2,127.93","2,477.26"
281,"2,513.81","2,437.51","2,441.75","2,249.74","2,186.02","2,499.24"
282,"2,481.52","2,426.07","2,416.88","2,203.98","2,227.06","2,538.27"
283,"2,469.37","2,439.17","2,384.24","2,175.80","2,230.84","2,493.40"
284,"2,479.08","2,471.37","2,367.51","2,142.71","2,180.84","2,445.77"
285,"2,507.06","2,450.22","2,392.20","2,142.42","2,028.61","2,435.98"
286,"2,492.44","2,415.49","2,389.42","2,173.41","1,834.43","2,477.13"
287,"2,463.29","2,396.84","2,390.55","2,168.57","1,735.63","2,477.12"
288,"2,445.19","2,421.36","2,339.98","2,134.05","1,732.58","2,477.82"
289,"2,461.79","2,423.25","2,317.05","2,146.21","1,708.47","2,403.83"
290,"2,463.13","2,425.44","2,287.86","2,136.06","1,667.53","2,378.78"
291,"2,466.04","2,376.05","2,298.60","2,113.42","1,646.02","2,333.63"
292,"2,425.04","2,349.64","2,336.37","2,063.99","1,613.14","2,372.75"
293,"2,398.94","2,321.48","2,338.58","2,036.10","1,548.18","2,426.43"
294,"2,370.20","2,331.28","2,319.81","2,058.78","1,506.94","2,422.79"
295,"2,375.64","2,373.15","2,345.93","2,051.42","1,504.78","2,385.30"
296,"2,408.62","2,380.07","2,341.66","2,024.33","1,479.45","2,429.65"
297,"2,418.13","2,360.42","2,325.60","1,994.56","1,474.12","2,412.45"
298,"2,403.69","2,381.84","2,284.85","2,007.15","1,527.62","2,389.68"
299,"2,419.47","2,378.58","2,264.90","2,036.10","1,573.47","2,315.76"
300,"2,417.37","2,360.37","2,293.80","2,058.71","1,594.89","2,301.12"
301,"2,403.77","2,317.92","2,287.74","2,083.39","1,593.55","2,362.39"
302,"2,367.78","2,296.43","2,271.41","2,096.79","1,638.81","2,352.03"
303,"2,345.21","2,324.95","2,254.34","2,127.51","1,659.37","2,319.57"
304,"2,364.61","2,324.05","2,278.44","2,129.29","1,708.06","2,299.14"
305,"2,365.52","2,308.56","2,315.65","2,161.22","1,805.76","2,347.69"
306,"2,352.55","2,290.56","2,342.69","2,190.78","1,829.59","2,404.14"
307,"2,335.91","2,312.34","2,369.73","2,221.88","1,867.06","2,435.68"
308,"2,351.05","2,350.30","2,379.71","2,264.51","1,919.23","2,466.14"
309,"2,382.42","2,378.25","2,403.49","2,277.37","1,982.39","2,463.36"
310,"2,409.46","2,403.00","2,392.88","2,265.18","1,922.79","2,492.71"
311,"2,434.56","2,410.32","2,412.26","2,275.13","1,806.55","2,461.39"
312,"2,445.25","2,429.52","2,424.04","2,295.36","1,622.07","2,496.01"
313,"2,463.33","2,418.03","2,438.50","2,278.75","1,458.20","2,506.39"
314,"2,456.67","2,432.94","2,464.14","2,252.29","1,336.30","2,524.72"
315,"2,470.21","2,444.79","2,459.17","2,245.84","1,278.61","2,559.44"
316,"2,482.53","2,458.71","2,435.63","2,235.15","1,312.60","2,540.85"
317,"2,496.74","2,483.98","2,436.65","2,196.54","1,318.62","2,501.29"
318,"2,519.31","2,480.51","2,449.53","2,169.10","1,353.25","2,511.27"
319,"2,519.83","2,456.24","2,429.09","2,167.76","1,311.55","2,531.91"
320,"2,500.61","2,454.84","2,406.24","2,132.22","1,288.13","2,497.10"
321,"2,498.76","2,468.76","2,406.78","2,100.98","1,289.14","2,470.68"
322,"2,509.37","2,452.01","2,401.22","2,102.36","1,343.50","2,479.62"
323,"2,495.89","2,429.21","2,372.98","2,085.03","1,369.70","2,472.20"
324,"2,476.88","2,429.37","2,362.72","2,037.15","1,433.29","2,433.12"
325,"2,474.74","2,426.98","2,377.43","1,967.57","1,523.80","2,424.95"
326,"2,470.98","2,401.31","2,359.81","1,940.66","1,627.88","2,454.76"
327,"2,448.47","2,390.97","2,351.50","1,884.15","1,694.04","2,424.61"
328,"2,436.32","2,406.31","2,379.31","1,860.58","1,745.26","2,421.46"
329,"2,447.70","2,392.54","2,382.68","1,887.01","1,828.86","2,463.15"
330,"2,436.17","2,383.77","2,359.43","1,842.18","1,879.26","2,460.21"
331,"2,428.35","2,409.88","2,313.09","1,827.53","1,947.10","2,420.68"
332,"2,448.76","2,416.28","2,307.15","1,833.74","2,019.06","2,354.33"
333,"2,455.45","2,392.69","2,267.74","1,881.39","2,075.12","2,369.30"
334,"2,436.08","2,344.19","2,256.83","1,858.74","2,100.55","2,301.41"
335,"2,395.28","2,334.13","2,289.38","1,853.02","2,096.64","2,305.28"
336,"2,383.64","2,297.97","2,248.50","1,826.08","2,056.83","2,361.69"
337,"2,350.14","2,288.18","2,239.04","1,830.34","2,025.85","2,276.45"
338,"2,336.81","2,322.04","2,242.78","1,826.48","1,996.33","2,290.90"
339,"2,361.37","2,287.05","2,282.72","1,830.84","1,869.39","2,301.07"
340,"2,334.66","2,274.79","2,246.73","1,887.80","1,699.08","2,368.74"
341,"2,323.29","2,278.94","2,225.67","1,919.84","1,556.89","2,281.85"
342,"2,322.49","2,317.09","2,184.87","1,978.92","1,414.88","2,265.14"
343,"2,352.28","2,284.26","2,169.95","1,968.36","1,351.38","2,188.08"
344,"2,328.80","2,259.41","2,144.64","1,972.28","1,371.07","2,192.99"
345,"2,308.25","2,216.96","2,126.15","1,978.56","1,389.15","2,154.78"
346,"2,271.03","2,201.01","2,155.54","2,023.99","1,395.86","2,155.06"
